,0,1,2
453,1361,91.82150268554688,6.5
454,1365,84.6344985961914,14.0
455,1366,86.47799682617188,7.0
456,1368,87.71800231933594,3.5
457,1369,90.20149993896484,1.5
458,1371,93.18499755859375,1.0
459,1372,92.76599884033203,0.5
460,1379,95.56500244140625,14.0
461,1380,95.69499969482422,7.0
462,1383,95.21399688720703,14.0
463,1384,94.68150329589844,7.0
464,1387,96.94999694824219,13.5
465,1388,97.14550018310547,7.0
466,1390,99.41500091552734,13.5
467,1391,100.87049865722656,6.5
468,1395,100.49500274658203,13.5
469,1396,99.60150146484375,6.5
470,1402,98.69100189208984,13.5
471,1407,92.76599884033203,14.0
472,1410,89.3915023803711,14.5
473,1411,89.66999816894531,7.0
474,1412,91.64450073242188,3.5
475,1416,88.14800262451172,14.5
476,1417,88.80599975585938,7.5
477,1419,90.80599975585938,14.5
478,1421,91.177001953125,14.0
479,1422,90.27999877929688,7.5
480,1423,87.48100280761719,3.5
481,1432,91.67549896240234,14.0
482,1435,91.14949798583984,14.0
483,1440,90.87300109863281,14.0
484,1444,87.08049774169922,14.5
485,1445,88.41649627685547,7.5
486,1447,86.27249908447266,14.5
487,1449,86.78250122070312,14.5
488,1454,85.27549743652344,15.0
489,1456,86.01300048828125,7.5
490,1458,86.82150268554688,3.5
491,1464,88.2864990234375,14.5
492,1470,88.99949645996094,14.5
493,1471,88.83300018310547,7.5
494,1476,89.41000366210938,14.5
495,1479,88.9000015258789,14.5
496,1486,86.7354965209961,15.0
497,1487,87.28600311279297,7.5
498,1489,89.84700012207031,14.5
499,1493,88.49800109863281,15.0
500,1494,88.03450012207031,7.5
501,1498,86.96050262451172,15.0
502,1500,88.0165023803711,15.0
503,1505,89.61399841308594,14.5
504,1508,89.46050262451172,14.5
505,1511,92.34449768066406,7.0
506,1512,92.39199829101562,3.5
507,1517,94.59850311279297,14.5
508,1522,93.10099792480469,14.5
509,1527,94.22899627685547,14.5
510,1540,107.54000091552734,12.5
511,1541,108.0,6.5
512,1545,108.51100158691406,12.5
513,1546,107.65499877929688,6.5
514,1548,100.4645004272461,3.5
515,1549,98.63700103759766,1.5
516,1553,97.69750213623047,13.0
517,1555,98.79149627685547,6.5
518,1556,96.20149993896484,3.5
519,1561,83.83049774169922,2.0
520,1562,89.25,0.5
521,1563,84.4574966430664,0.5
522,1567,92.30449676513672,13.5
523,1569,97.00499725341797,6.5
524,1576,95.94149780273438,13.0
525,1577,95.32949829101562,6.5
526,1579,100.58000183105469,13.0
527,1583,114.16600036621094,11.5
528,1585,120.40950012207031,5.5
529,1586,118.75,2.5
530,1587,119.68049621582031,1.5
531,1589,118.17449951171875,0.5
532,1590,119.97250366210938,0.5
533,1595,123.69999694824219,10.5
534,1598,115.88999938964844,10.5
535,1603,117.84750366210938,10.5
536,1604,118.39600372314453,5.5
537,1605,119.44249725341797,2.5
538,1608,122.46649932861328,10.5
539,1609,124.89700317382812,5.0
540,1612,121.09300231933594,10.5
541,1616,123.552001953125,10.0
542,1621,126.2030029296875,10.0
543,1622,130.04299926757812,5.0
544,1625,127.2509994506836,2.5
545,1631,135.6909942626953,9.5
546,1633,136.72000122070312,9.5
547,1636,134.0189971923828,9.5
548,1637,137.9409942626953,4.5
549,1640,152.8520050048828,2.0
550,1641,150.00599670410156,1.0
551,1643,159.13150024414062,9.0
552,1645,155.1999969482422,4.5
553,1646,154.1999969482422,2.0
554,1648,149.9949951171875,1.5
555,1649,148.09849548339844,0.5
556,1651,156.9145050048828,0.5
557,1654,150.44549560546875,9.5
558,1656,150.01649475097656,9.5
559,1657,151.67649841308594,4.5
560,1659,158.23399353027344,2.0
561,1660,155.59449768066406,1.5
562,1665,157.4080047607422,9.5
563,1667,158.11199951171875,9.5
564,1670,159.12049865722656,9.0
565,1676,167.32449340820312,9.0
566,1679,170.08999633789062,9.0
567,1681,174.95599365234375,8.5
568,1691,153.90499877929688,10.0
569,1693,147.74549865722656,10.0
570,1694,148.02349853515625,5.0
571,1695,156.44949340820312,2.5
572,1696,149.9929962158203,1.5
573,1697,150.989501953125,0.5
574,1698,154.75650024414062,0.5
575,1702,161.06300354003906,10.0
576,1705,154.9980010986328,10.0
577,1708,164.33250427246094,4.5
578,1711,168.1855010986328,2.5
579,1714,160.36050415039062,10.0
580,1715,160.85049438476562,5.0
581,1718,160.22000122070312,10.0
582,1723,151.8074951171875,10.5
583,1727,166.10000610351562,10.0
584,1728,165.56849670410156,5.0
585,1730,151.75100708007812,10.5
586,1733,156.4405059814453,10.5
587,1735,156.7830047607422,10.5
588,1736,155.2729949951172,5.0
589,1742,159.76699829101562,10.0
590,1745,160.17649841308594,10.0
591,1746,159.3365020751953,5.0
592,1748,157.89999389648438,2.5
593,1750,155.2100067138672,10.5
594,1753,157.84849548339844,10.5
595,1761,158.63450622558594,10.5
596,1762,164.197998046875,5.0
597,1763,166.10000610351562,2.5
598,1767,160.92550659179688,10.5
599,1771,155.7104949951172,10.5
600,1775,155.21249389648438,10.5
601,1776,156.03799438476562,5.5
602,1777,163.16900634765625,2.5
603,1780,164.6999969482422,1.0
604,1781,166.30650329589844,0.5
605,1784,160.30999755859375,10.5
606,1786,169.0,5.0
607,1789,167.6074981689453,2.5
608,1790,166.14700317382812,1.5
609,1792,164.32899475097656,10.5
610,1797,166.4114990234375,10.0
611,1798,162.4949951171875,5.5
612,1804,157.3070068359375,10.5
613,1808,150.0229949951172,11.0
614,1809,147.59750366210938,5.5
615,1810,153.1425018310547,2.5
616,1819,155.5435028076172,11.0
617,1825,152.76449584960938,11.0
618,1827,158.0500030517578,5.5
619,1829,161.1909942626953,11.0
620,1833,168.96949768066406,10.5
621,1840,168.1009979248047,10.5
622,1845,172.9250030517578,10.0
623,1847,173.37100219726562,10.0
624,1848,169.32449340820312,5.0
625,1851,165.31849670410156,3.0
626,1852,164.58050537109375,1.5
627,1853,159.52450561523438,0.5
628,1855,157.5970001220703,0.5
629,1864,162.95249938964844,10.0
630,1865,163.25799560546875,5.0
631,1870,159.35049438476562,2.5
632,1874,164.0574951171875,10.0
633,1876,167.3415069580078,9.5
634,1878,169.156494140625,5.0
635,1880,174.46200561523438,2.5
636,1883,175.27200317382812,9.5
637,1890,171.64849853515625,9.5
638,1893,184.82899475097656,4.5
639,1897,183.8679962158203,9.5
640,1898,184.08399963378906,4.5
641,1901,177.47950744628906,2.5
642,1903,179.25999450683594,9.5
643,1906,184.99099731445312,4.5
644,1909,179.99600219726562,2.5
645,1922,162.09800720214844,9.5
646,1924,159.3874969482422,9.5
647,1927,165.28900146484375,9.5
648,1935,173.90249633789062,9.0
649,1941,172.5,9.0
650,1943,174.41200256347656,4.5
651,1947,169.00250244140625,2.5
652,1948,170.8000030517578,1.0
653,1950,170.2899932861328,9.0
654,1954,164.16299438476562,9.5
655,1957,163.10049438476562,9.0
656,1958,165.1215057373047,4.5
657,1962,164.21400451660156,9.0
658,1964,170.4510040283203,9.0
659,1967,170.7530059814453,9.0
660,1970,166.01849365234375,4.5
661,1972,169.62449645996094,9.0
662,1973,172.32850646972656,4.5
663,1976,165.6374969482422,9.0
664,1977,169.1999969482422,4.5
665,1978,173.85000610351562,2.0
666,1980,174.44900512695312,1.0
667,1982,174.1024932861328,9.0
668,1992,179.02049255371094,9.0
669,1996,172.18600463867188,9.0
670,2000,176.1645050048828,9.0
671,2000,176.1645050048828,4.5
672,2000,176.1645050048828,2.0
673,2000,176.1645050048828,9.0
674,2000,176.1645050048828,4.5
