Date,Close/Last,Volume,Open,High,Low
12/29/2023,$146.54,5300991,$146.00,$146.96,$145.73
12/28/2023,$145.73,5023033,$146.00,$146.01,$145.035
12/27/2023,$146.06,4569442,$145.65,$146.305,$145.3638
12/26/2023,$145.94,3634885,$145.09,$146.17,$144.97
12/22/2023,$145.28,4413842,$144.50,$145.63,$144.29
12/21/2023,$144.26,6104714,$144.52,$144.79,$143.13
12/20/2023,$143.91,7663841,$145.57,$146.07,$143.84
12/19/2023,$146.17,5233563,$145.67,$146.335,$145.39
12/18/2023,$146.17,8421950,$144.17,$147.49,$144.15
12/15/2023,$143.96,14549960,$143.18,$144.25,$142.50
12/14/2023,$144.66,10565170,$148.46,$148.55,$144.38
12/13/2023,$148.58,9055532,$145.86,$148.65,$145.45
12/12/2023,$145.94,6069202,$145.86,$146.23,$145.08
12/11/2023,$145.82,8471213,$144.80,$145.87,$144.65
12/08/2023,$145.15,6385269,$145.92,$146.24,$144.52
12/07/2023,$146.50,6119624,$146.57,$147.10,$146.02
12/06/2023,$146.65,7610079,$147.01,$147.16,$145.64
12/05/2023,$146.76,11895820,$152.14,$152.61,$146.18
12/04/2023,$152.06,6578318,$151.77,$152.5332,$151.66
12/01/2023,$152.66,5685434,$153.33,$153.49,$152.23
11/30/2023,$153.52,9771509,$150.90,$153.63,$150.08
11/29/2023,$151.13,5342709,$152.29,$152.45,$150.99
11/28/2023,$152.29,6110455,$151.145,$152.772,$151.145
11/27/2023,$151.24,6021326,$151.52,$151.64,$150.74
11/24/2023,$151.38,2132494,$151.18,$151.74,$151.03
11/22/2023,$151.02,4373087,$150.10,$151.48,$150.10
11/21/2023,$149.61,7310387,$149.85,$150.01,$148.83
11/20/2023,$150.27,6857809,$150.21,$151.03,$149.66
11/17/2023,$151.07,8495710,$152.72,$152.84,$150.89
11/16/2023,$152.83,7590516,$151.99,$152.89,$151.31
11/15/2023,$151.42,7672848,$152.055,$152.39,$150.38
11/14/2023,$152.12,7982631,$152.55,$153.50,$151.6801
11/13/2023,$152.46,6297527,$151.445,$152.90,$151.445
11/10/2023,$151.41,5387350,$150.84,$151.44,$149.92
11/09/2023,$150.35,6581536,$149.74,$150.35,$149.12
