Date,Close/Last,Volume,Open,High,Low
06/30/2023,$517810.00,6943,$514570.50,$520499.998,$513645.00
06/29/2023,$512260.00,5863,$508228.505,$512260.00,$506527.00
06/28/2023,$506650.00,6515,$511384.505,$512479.00,$505000.00
06/27/2023,$510580.00,5485,$507982.505,$511294.948,$506537.00
06/26/2023,$507000.00,8291,$507861.01,$512132.00,$504112.00
06/23/2023,$509999.99,6199,$513633.988,$513633.99,$507100.00
06/22/2023,$511480.00,6457,$516039.995,$519063.99,$509058.31
06/21/2023,$515515.00,6684,$514801.50,$519722.00,$512636.45
06/20/2023,$515000.00,8414,$515412.50,$518313.99,$512436.01
06/16/2023,$514000.00,6534,$521999.998,$522000.00,$513368.00
06/15/2023,$516391.01,6493,$514769.528,$521999.988,$510000.00
06/14/2023,$510000.00,6798,$519499.988,$521898.00,$509268.00
06/13/2023,$513655.585,5933,$507626.995,$514000.00,$505531.01
06/12/2023,$509004.00,8343,$511724.505,$515738.99,$504490.01
06/09/2023,$510840.00,6244,$512625.275,$514999.998,$510391.01
06/08/2023,$512514.17,5868,$511666.51,$513850.99,$509749.98
06/07/2023,$511795.01,6225,$509406.465,$512694.978,$504648.91
06/06/2023,$508199.93,6096,$499062.50,$509399.988,$497601.00
06/05/2023,$498926.55,8140,$502086.00,$505613.00,$497500.00
06/02/2023,$503000.00,6533,$494931.50,$503777.00,$493283.00
06/01/2023,$492000.01,5678,$489306.50,$492790.988,$486125.00
05/31/2023,$488023.98,5666,$488339.00,$490540.988,$485565.00
05/30/2023,$489224.73,8123,$489005.50,$490572.00,$484736.01
05/26/2023,$486650.00,5801,$486972.495,$489900.00,$484811.00
05/25/2023,$484000.00,5653,$484591.00,$490299.99,$482500.00
05/24/2023,$486545.00,5968,$491535.505,$494039.00,$484394.04
05/23/2023,$491980.00,6082,$499998.998,$502199.99,$490950.01
05/22/2023,$501148.475,9705,$506673.00,$509653.998,$500696.97
05/19/2023,$507161.02,6396,$505889.505,$511334.528,$503905.00
05/18/2023,$504360.00,5877,$502450.00,$505419.998,$498125.00
05/17/2023,$500600.00,5997,$498175.51,$502999.99,$494787.02
05/16/2023,$498620.00,6630,$493583.00,$499998.988,$490756.01
05/15/2023,$495900.00,7342,$492843.50,$497579.958,$489001.00
05/12/2023,$491182.495,5145,$494997.005,$497781.00,$488990.86
05/11/2023,$493000.00,5011,$489430.235,$493000.00,$487000.00
05/10/2023,$492000.00,6007,$500010.005,$502278.00,$488675.01
05/09/2023,$499000.00,5150,$495001.005,$499000.00,$492495.01
05/08/2023,$497000.00,7212,$497248.00,$502054.99,$495500.01
05/05/2023,$491840.00,5745,$494406.50,$497080.00,$490000.01
05/04/2023,$489540.00,5122,$490455.50,$497863.99,$486821.19
05/03/2023,$488606.05,5157,$496236.505,$498452.00,$488606.05
05/02/2023,$494100.00,5688,$503407.50,$505320.00,$492584.01
05/01/2023,$503400.00,7428,$502856.00,$506000.00,$501485.00
04/28/2023,$502879.98,5444,$497818.00,$503000.00,$495916.00
04/27/2023,$499700.02,4720,$497200.00,$500000.00,$492072.00
04/26/2023,$491500.00,4809,$496823.985,$499998.97,$490350.10
04/25/2023,$495112.00,4904,$495900.50,$499975.00,$494619.00
04/24/2023,$498249.99,6092,$496362.50,$500278.998,$494659.00
04/21/2023,$496404.98,4826,$495307.00,$499078.998,$492891.43
04/20/2023,$496300.01,4582,$492896.995,$497370.99,$488221.02
04/19/2023,$494947.98,4598,$497799.988,$497799.99,$491590.00
04/18/2023,$496200.00,4982,$492571.02,$505949.44,$492571.02
04/17/2023,$497900.00,6724,$485731.02,$503734.98,$485731.02
04/14/2023,$496000.00,5815,$493919.995,$500000.50,$489776.01
04/13/2023,$490760.00,5510,$483903.50,$500000.00,$481321.00
04/12/2023,$483500.00,5142,$484184.00,$486979.998,$482018.00
04/11/2023,$480800.00,4744,$476617.99,$483719.998,$474227.00
04/10/2023,$476500.00,7207,$474803.505,$485000.00,$471706.01
04/06/2023,$478005.00,5095,$473479.448,$478580.988,$467601.01
04/05/2023,$471500.00,5097,$467139.73,$472000.00,$464694.02
04/04/2023,$467660.00,4345,$472052.548,$472052.55,$464855.00
04/03/2023,$469760.00,6533,$468874.998,$471770.00,$465570.00
03/31/2023,$465600.00,4392,$462416.00,$466804.995,$461434.01
03/30/2023,$461780.00,4249,$468029.458,$468029.46,$457562.45
03/29/2023,$462100.00,4010,$461814.23,$463604.46,$459979.01
03/28/2023,$459000.00,3899,$458031.00,$459442.998,$456117.44
03/27/2023,$457820.00,5538,$456216.495,$460930.608,$453852.40
03/24/2023,$453066.11,4488,$448611.995,$455820.00,$445885.79
03/23/2023,$452750.00,4346,$457527.39,$459923.78,$449950.00
03/22/2023,$455660.00,4188,$461084.73,$465551.818,$454712.495
03/21/2023,$460515.03,4486,$462470.955,$463854.46,$458600.21
03/20/2023,$455917.44,6047,$446749.23,$456839.998,$444894.00
03/17/2023,$442765.00,5263,$453738.455,$455607.55,$442363.495
03/16/2023,$455350.00,5114,$447520.00,$458757.50,$445695.00
03/15/2023,$448671.01,5182,$455001.00,$456729.46,$446275.12
03/14/2023,$461804.98,4085,$464927.558,$465669.618,$457000.00
03/13/2023,$458050.00,6042,$457112.225,$464054.998,$455250.00
03/10/2023,$460462.00,4537,$460774.948,$464750.00,$457232.00
03/09/2023,$461030.00,4167,$471003.725,$474833.86,$460924.44
03/08/2023,$472002.00,4025,$471518.215,$474129.43,$468800.00
03/07/2023,$471500.00,4412,$479733.245,$481824.44,$470255.12
03/06/2023,$480215.00,6258,$476182.00,$480944.998,$472486.03
03/03/2023,$473256.11,4528,$469297.505,$473427.46,$467448.34
03/02/2023,$466790.01,3994,$461964.458,$467007.148,$457179.44
03/01/2023,$462435.02,4214,$460829.01,$463617.738,$458442.25
02/28/2023,$463525.00,4046,$462523.50,$464529.99,$459970.00
02/27/2023,$461912.23,6501,$462910.01,$463950.00,$458090.01
02/24/2023,$461705.01,4640,$456299.99,$464012.748,$454955.00
02/23/2023,$459375.00,4087,$463104.51,$463830.00,$455627.49
02/22/2023,$460012.41,4088,$459152.49,$463634.58,$457927.25
02/21/2023,$458495.00,6410,$464946.505,$466574.988,$455290.00
02/17/2023,$467372.74,4014,$473103.96,$473103.96,$462481.81
02/16/2023,$467294.98,3793,$466586.15,$470624.828,$465037.30
02/15/2023,$469045.00,4328,$473090.97,$473090.97,$467800.00
02/14/2023,$472500.00,3893,$478386.998,$478387.00,$470145.01
02/13/2023,$476500.00,5473,$469036.03,$477978.97,$469036.03
02/10/2023,$472250.00,4101,$466217.22,$472499.898,$463631.94
02/09/2023,$466020.00,3742,$470093.99,$472222.22,$466020.00
02/08/2023,$467999.00,3996,$471619.50,$475124.958,$467125.00
02/07/2023,$474555.00,4101,$467394.46,$475499.99,$463820.01
02/06/2023,$467000.00,5014,$465407.125,$467096.00,$462433.77
02/03/2023,$466754.98,4601,$471302.99,$471795.00,$462757.30
02/02/2023,$472115.00,4593,$473851.50,$474898.00,$467055.00
02/01/2023,$470605.995,4420,$469922.50,$473689.998,$464527.495
01/31/2023,$472999.90,3909,$467724.458,$472999.90,$463085.00
01/30/2023,$465039.98,5256,$466790.235,$469539.988,$464932.25
01/27/2023,$470000.00,4191,$468410.24,$472885.00,$466576.01
01/26/2023,$469960.00,3874,$474037.00,$475336.00,$468468.69
01/25/2023,$471657.495,3772,$468227.75,$472799.998,$464975.00
01/24/2023,$470999.99,3538,$465721.01,$473445.00,$465720.01
01/23/2023,$469600.00,5280,$471129.458,$473025.00,$464929.01
01/20/2023,$469645.00,3829,$463913.875,$469754.99,$460635.00
01/19/2023,$461949.99,3632,$462497.50,$465064.99,$460233.00
01/18/2023,$466259.98,4122,$477496.51,$479229.46,$465831.375
01/17/2023,$476000.00,5659,$481590.00,$483992.748,$475695.03
01/13/2023,$481021.00,3858,$482429.998,$482430.00,$478000.00
01/12/2023,$482860.00,3778,$486177.005,$488688.00,$480600.00
01/11/2023,$483990.00,3606,$482167.005,$484896.99,$478730.00
01/10/2023,$479420.00,3484,$476223.625,$479698.428,$474511.87
01/09/2023,$478384.90,5500,$483574.73,$487989.13,$476653.34
01/06/2023,$481955.00,3880,$475989.74,$484150.548,$473300.02
01/05/2023,$473660.00,3430,$481228.99,$481228.99,$469227.525
01/04/2023,$476259.90,3722,$477478.998,$479897.138,$470151.01
01/03/2023,$469525.00,5256,$472949.998,$473989.98,$465019.80
12/30/2022,$468710.96,3357,$469317.00,$469317.00,$462800.00
12/29/2022,$468725.01,3040,$462714.50,$470000.00,$460730.00
12/28/2022,$459800.00,3030,$464999.988,$465234.948,$445251.00
12/27/2022,$461954.99,4470,$475794.54,$476154.54,$461000.00
12/23/2022,$463400.00,2803,$458596.005,$463510.00,$455892.00
12/22/2022,$458700.00,3219,$465427.00,$469809.77,$450709.00
12/21/2022,$467599.90,3037,$463000.00,$469219.998,$459151.01
12/20/2022,$457400.00,2736,$457048.99,$460697.738,$446545.11
12/19/2022,$455280.00,3814,$456494.00,$457243.99,$450245.00
