Date,Close/Last,Volume,Open,High,Low
08/24/2016,$118.71,6299780,$119.48,$119.61,$118.62
08/23/2016,$119.44,5603175,$119.67,$119.96,$119.02
08/22/2016,$119.13,6544845,$119.90,$119.90,$118.95
08/19/2016,$119.92,7797193,$119.91,$119.99,$119.32
08/18/2016,$120.72,8725074,$121.17,$121.39,$119.90
08/17/2016,$121.31,10441740,$120.50,$121.33,$119.85
08/16/2016,$120.33,11288150,$122.11,$122.32,$120.06
08/15/2016,$122.31,6468668,$123.12,$123.27,$122.28
08/12/2016,$123.22,4228614,$123.47,$123.77,$122.95
08/11/2016,$123.77,4051957,$123.85,$124.14,$123.47
08/10/2016,$123.36,4318877,$123.59,$123.78,$123.24
08/09/2016,$123.43,3938588,$123.91,$124.00,$123.33
08/08/2016,$123.65,5229124,$124.00,$124.15,$123.23
08/05/2016,$124.24,5145265,$124.38,$124.38,$123.76
08/04/2016,$123.86,4727435,$124.24,$124.39,$123.64
08/03/2016,$123.90,5310341,$125.00,$125.00,$123.69
08/02/2016,$124.85,7156799,$125.65,$125.90,$124.476
08/01/2016,$125.40,4614619,$125.31,$125.71,$125.10
07/29/2016,$125.23,6963628,$124.34,$125.32,$124.34
07/28/2016,$124.46,4320313,$124.98,$125.00,$124.41
07/27/2016,$124.77,4811531,$125.10,$125.23,$124.34
07/26/2016,$125.15,5589857,$125.025,$125.55,$124.75
07/25/2016,$124.89,4880457,$125.07,$125.13,$124.14
07/22/2016,$125.03,5839185,$125.12,$125.35,$124.645
07/21/2016,$125.15,5563835,$125.21,$125.74,$124.89
07/20/2016,$125.14,7334543,$125.84,$126.07,$125.04
07/19/2016,$125.25,11321840,$124.78,$125.75,$123.34
07/18/2016,$123.14,6587575,$123.00,$123.22,$122.44
07/15/2016,$123.00,7192535,$123.77,$124.30,$122.71
07/14/2016,$123.18,5321715,$122.98,$123.74,$122.91
07/13/2016,$123.00,5227938,$122.68,$123.40,$122.30
07/12/2016,$122.92,6415767,$122.65,$123.20,$122.61
07/11/2016,$122.93,6707659,$122.71,$123.45,$122.41
07/08/2016,$122.85,6129351,$123.00,$123.10,$121.96
07/07/2016,$122.51,6058470,$122.59,$122.81,$122.01
07/06/2016,$122.64,9332344,$121.93,$122.66,$121.54
07/05/2016,$122.27,9322055,$121.36,$123.23,$121.34
07/01/2016,$121.29,7051257,$121.54,$121.54,$120.79
